flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL2449,Nha Trang,Da Nang,9/20/2025 16:45,1120000,TRUE,9/20/2025 14:45
FL2770,Vinh,Nha Trang,9/20/2025 16:30,1290000,TRUE,9/20/2025 14:30
FL3563,Hai Phong,Can Tho,9/20/2025 11:30,1670000,TRUE,9/20/2025 8:30
FL8415,Hanoi,Can Tho,9/20/2025 17:00,940000,TRUE,9/20/2025 11:00
FL5066,Da Nang,Buon Ma Thuot,9/20/2025 8:45,1470000,TRUE,9/20/2025 3:45
FL2462,Pleiku,Hanoi,9/21/2025 15:15,1800000,TRUE,9/21/2025 13:15
FL6798,Nha Trang,Phu Quoc,9/21/2025 14:15,1520000,FALSE,
FL2208,Vinh,Ho Chi Minh City,9/21/2025 17:30,1860000,FALSE,
FL7029,Hai Phong,Quy Nhon,9/21/2025 13:15,520000,FALSE,
FL5079,Phu Quoc,Can Tho,9/21/2025 13:15,1750000,FALSE,
FL9614,Nha Trang,Vinh,9/21/2025 12:45,1680000,FALSE,
FL7462,Can Tho,Hanoi,9/21/2025 20:30,1010000,FALSE,
FL2774,Pleiku,Ho Chi Minh City,9/21/2025 16:30,1960000,TRUE,9/21/2025 12:30
FL6409,Thanh Hoa,Hai Phong,9/22/2025 15:45,1880000,FALSE,
FL9051,Da Nang,Hanoi,9/22/2025 20:45,1740000,FALSE,
FL7449,Thanh Hoa,Quy Nhon,9/22/2025 12:45,1470000,TRUE,9/22/2025 6:45
FL9032,Buon Ma Thuot,Vinh,9/22/2025 19:00,1180000,TRUE,9/22/2025 13:00
FL4014,Hue,Hanoi,9/22/2025 19:00,1550000,TRUE,9/22/2025 15:00
FL9562,Hue,Can Tho,9/22/2025 12:30,560000,FALSE,
FL8124,Hue,Vinh,9/22/2025 19:45,1730000,FALSE,
FL4032,Hanoi,Quy Nhon,9/23/2025 20:30,840000,FALSE,
FL5921,Quy Nhon,Vinh,9/23/2025 11:00,1840000,TRUE,9/23/2025 7:00
FL1849,Vinh,Hai Phong,9/23/2025 6:00,1960000,FALSE,
FL4987,Phu Quoc,Quy Nhon,9/23/2025 10:30,1570000,TRUE,9/23/2025 8:30
FL7045,Hai Phong,Buon Ma Thuot,9/23/2025 18:45,630000,FALSE,
FL3015,Quy Nhon,Hanoi,9/23/2025 7:15,1240000,TRUE,9/23/2025 1:15
FL7938,Hue,Pleiku,9/23/2025 11:00,1750000,TRUE,9/23/2025 7:00
FL4158,Thanh Hoa,Nha Trang,9/23/2025 13:30,1580000,TRUE,9/23/2025 10:30
FL3876,Thanh Hoa,Phu Quoc,9/23/2025 17:00,1780000,FALSE,
FL5778,Buon Ma Thuot,Vinh,9/24/2025 20:45,1680000,TRUE,9/24/2025 15:45
FL3345,Vinh,Da Nang,9/24/2025 11:15,680000,TRUE,9/24/2025 5:15
FL6929,Hue,Pleiku,9/24/2025 17:45,1860000,TRUE,9/24/2025 12:45
FL3708,Hanoi,Buon Ma Thuot,9/24/2025 14:30,700000,TRUE,9/24/2025 12:30
FL2087,Thanh Hoa,Nha Trang,9/24/2025 11:00,690000,FALSE,
FL3914,Hue,Hai Phong,9/24/2025 8:15,1150000,TRUE,9/24/2025 2:15
FL8925,Vinh,Hai Phong,9/24/2025 7:30,580000,TRUE,9/24/2025 4:30
FL9886,Thanh Hoa,Hanoi,9/24/2025 18:15,1680000,TRUE,9/24/2025 12:15
FL2446,Hue,Hanoi,9/24/2025 15:00,1580000,FALSE,
FL9167,Buon Ma Thuot,Pleiku,9/24/2025 16:15,710000,FALSE,
FL9999,Hanoi,Da Nang,9/24/2025 7:00,1870000,FALSE,
FL8704,Ho Chi Minh City,Buon Ma Thuot,9/25/2025 15:45,860000,TRUE,9/25/2025 13:45
FL3649,Quy Nhon,Nha Trang,9/25/2025 6:30,1510000,TRUE,9/25/2025 2:30
FL3116,Hanoi,Nha Trang,9/25/2025 7:15,1810000,FALSE,
FL2523,Thanh Hoa,Hanoi,9/25/2025 10:45,1160000,TRUE,9/25/2025 8:45
FL3100,Nha Trang,Quy Nhon,9/25/2025 16:30,600000,FALSE,
FL6792,Hai Phong,Hue,9/25/2025 19:15,630000,FALSE,
FL1065,Hue,Quy Nhon,9/25/2025 10:45,1900000,TRUE,9/25/2025 8:45
FL2251,Nha Trang,Quy Nhon,9/25/2025 6:30,990000,FALSE,
FL7988,Quy Nhon,Ho Chi Minh City,9/25/2025 14:45,1760000,FALSE,
FL7129,Hanoi,Hai Phong,9/25/2025 10:00,1530000,TRUE,9/25/2025 7:00
FL9372,Nha Trang,Pleiku,9/26/2025 10:00,840000,FALSE,
FL5647,Can Tho,Pleiku,9/26/2025 18:15,1720000,FALSE,
FL6846,Hue,Phu Quoc,9/26/2025 12:15,1260000,FALSE,
FL3506,Quy Nhon,Ho Chi Minh City,9/26/2025 17:45,1850000,TRUE,9/26/2025 14:45
FL4939,Thanh Hoa,Buon Ma Thuot,9/26/2025 15:45,1530000,FALSE,
FL3654,Hue,Da Nang,9/26/2025 13:45,1010000,TRUE,9/26/2025 7:45
FL1547,Thanh Hoa,Ho Chi Minh City,9/26/2025 13:30,820000,FALSE,
FL8302,Vinh,Thanh Hoa,9/26/2025 12:30,1880000,FALSE,
FL7264,Buon Ma Thuot,Pleiku,9/26/2025 10:00,580000,FALSE,
FL3621,Nha Trang,Buon Ma Thuot,9/26/2025 10:00,1250000,TRUE,9/26/2025 7:00
FL8173,Hai Phong,Phu Quoc,9/27/2025 6:15,1860000,FALSE,
FL7065,Hai Phong,Quy Nhon,9/27/2025 13:45,570000,FALSE,
FL2600,Nha Trang,Phu Quoc,9/27/2025 15:00,510000,FALSE,
FL4290,Hai Phong,Quy Nhon,9/27/2025 10:00,1430000,TRUE,9/27/2025 8:00
FL9750,Quy Nhon,Can Tho,9/27/2025 19:15,1000000,TRUE,9/27/2025 16:15
FL7177,Can Tho,Ho Chi Minh City,9/27/2025 6:30,1480000,TRUE,9/27/2025 4:30
FL2086,Thanh Hoa,Da Nang,9/27/2025 8:15,1440000,TRUE,9/27/2025 3:15
FL5892,Pleiku,Hanoi,9/28/2025 16:15,560000,FALSE,
FL6300,Nha Trang,Hai Phong,9/28/2025 14:00,1810000,FALSE,
FL7786,Da Nang,Vinh,9/28/2025 16:45,1050000,TRUE,9/28/2025 14:45
FL1813,Hai Phong,Hue,9/28/2025 17:15,1630000,TRUE,9/28/2025 15:15
FL3735,Can Tho,Hai Phong,9/28/2025 8:45,960000,FALSE,
FL7541,Hanoi,Hai Phong,9/28/2025 17:15,850000,FALSE,
FL7697,Da Nang,Thanh Hoa,9/29/2025 17:45,870000,TRUE,9/29/2025 14:45
FL9490,Hue,Ho Chi Minh City,9/29/2025 17:30,1740000,TRUE,9/29/2025 12:30
FL8629,Buon Ma Thuot,Quy Nhon,9/29/2025 17:45,2000000,TRUE,9/29/2025 15:45
FL5022,Vinh,Buon Ma Thuot,9/29/2025 8:30,680000,FALSE,
FL1896,Can Tho,Pleiku,9/29/2025 9:00,1040000,FALSE,
FL8529,Can Tho,Hai Phong,9/29/2025 15:45,670000,TRUE,9/29/2025 10:45
FL1194,Da Nang,Vinh,9/29/2025 17:15,840000,FALSE,
FL7862,Quy Nhon,Phu Quoc,9/30/2025 19:30,840000,TRUE,9/30/2025 13:30
FL7153,Buon Ma Thuot,Hanoi,9/30/2025 18:15,980000,FALSE,
FL5428,Pleiku,Quy Nhon,9/30/2025 12:15,1750000,TRUE,9/30/2025 6:15
FL1052,Ho Chi Minh City,Buon Ma Thuot,9/30/2025 19:30,1880000,FALSE,
FL4515,Phu Quoc,Thanh Hoa,9/30/2025 19:45,900000,FALSE,
FL4448,Ho Chi Minh City,Thanh Hoa,9/30/2025 20:30,900000,TRUE,9/30/2025 14:30
FL6134,Pleiku,Quy Nhon,9/30/2025 13:00,1330000,FALSE,
FL4425,Hue,Thanh Hoa,9/30/2025 8:00,1330000,FALSE,
FL2909,Hai Phong,Hanoi,9/30/2025 8:45,1950000,FALSE,
FL4159,Hai Phong,Quy Nhon,9/30/2025 6:45,1750000,FALSE,
FL7731,Pleiku,Ho Chi Minh City,9/30/2025 12:15,1290000,FALSE,
FL5955,Can Tho,Pleiku,9/30/2025 9:00,840000,FALSE,
FL8047,Hai Phong,Nha Trang,10/1/2025 6:30,700000,TRUE,10/1/2025 2:30
FL5723,Buon Ma Thuot,Phu Quoc,10/1/2025 19:15,1330000,FALSE,
FL3621,Thanh Hoa,Hanoi,10/1/2025 18:30,1280000,TRUE,10/1/2025 14:30
FL9273,Thanh Hoa,Can Tho,10/1/2025 18:00,1710000,FALSE,
FL8901,Vinh,Quy Nhon,10/1/2025 16:15,990000,TRUE,10/1/2025 13:15
FL2819,Can Tho,Phu Quoc,10/1/2025 11:00,1070000,FALSE,
FL8109,Da Nang,Ho Chi Minh City,10/1/2025 10:15,1000000,TRUE,10/1/2025 5:15
FL4576,Pleiku,Quy Nhon,10/1/2025 18:45,1160000,TRUE,10/1/2025 12:45
FL5698,Quy Nhon,Phu Quoc,10/1/2025 15:00,1930000,FALSE,
FL7451,Hanoi,Da Nang,10/1/2025 15:00,580000,TRUE,10/1/2025 13:00
FL2284,Nha Trang,Ho Chi Minh City,10/1/2025 12:15,1480000,TRUE,10/1/2025 10:15
FL5580,Vinh,Pleiku,10/2/2025 16:15,560000,FALSE,
FL8868,Buon Ma Thuot,Phu Quoc,10/2/2025 13:00,1840000,FALSE,
FL2616,Quy Nhon,Da Nang,10/2/2025 20:00,1970000,FALSE,
FL4073,Buon Ma Thuot,Ho Chi Minh City,10/2/2025 17:45,890000,FALSE,
FL7665,Nha Trang,Phu Quoc,10/2/2025 11:45,1520000,TRUE,10/2/2025 8:45
FL2510,Phu Quoc,Thanh Hoa,10/2/2025 12:45,1360000,FALSE,
FL1196,Ho Chi Minh City,Vinh,10/2/2025 8:00,870000,FALSE,
FL3142,Vinh,Nha Trang,10/3/2025 9:00,1220000,TRUE,10/3/2025 3:00
FL7468,Hai Phong,Thanh Hoa,10/3/2025 20:00,1030000,TRUE,10/3/2025 17:00
FL3448,Phu Quoc,Da Nang,10/3/2025 18:30,1110000,FALSE,
FL7019,Can Tho,Thanh Hoa,10/3/2025 11:00,1380000,FALSE,
FL1620,Hue,Buon Ma Thuot,10/3/2025 20:15,1020000,FALSE,
FL9940,Can Tho,Hai Phong,10/3/2025 14:45,950000,FALSE,
FL7961,Nha Trang,Ho Chi Minh City,10/4/2025 15:00,1080000,FALSE,
FL7350,Quy Nhon,Vinh,10/4/2025 18:30,1060000,FALSE,
FL8234,Buon Ma Thuot,Pleiku,10/4/2025 20:30,700000,TRUE,10/4/2025 17:30
FL9255,Hue,Ho Chi Minh City,10/4/2025 6:15,970000,TRUE,10/4/2025 3:15
FL4140,Phu Quoc,Hai Phong,10/4/2025 13:45,1270000,TRUE,10/4/2025 8:45
FL4011,Vinh,Nha Trang,10/4/2025 12:30,700000,FALSE,
FL9026,Can Tho,Hue,10/4/2025 11:00,1320000,FALSE,
FL7983,Quy Nhon,Phu Quoc,10/4/2025 20:15,1280000,TRUE,10/4/2025 15:15
FL6833,Hue,Ho Chi Minh City,10/4/2025 17:30,1010000,TRUE,10/4/2025 15:30
FL1264,Hue,Quy Nhon,10/5/2025 6:15,890000,TRUE,10/5/2025 1:15
FL8006,Thanh Hoa,Phu Quoc,10/5/2025 9:15,920000,TRUE,10/5/2025 7:15
FL4588,Ho Chi Minh City,Da Nang,10/5/2025 18:15,1520000,TRUE,10/5/2025 16:15
FL2908,Buon Ma Thuot,Quy Nhon,10/5/2025 17:00,1260000,TRUE,10/5/2025 15:00
FL2168,Pleiku,Vinh,10/5/2025 15:45,1090000,TRUE,10/5/2025 11:45
FL9952,Quy Nhon,Nha Trang,10/5/2025 10:45,670000,TRUE,10/5/2025 4:45
FL2713,Thanh Hoa,Quy Nhon,10/6/2025 10:45,610000,TRUE,10/6/2025 5:45
FL8451,Buon Ma Thuot,Pleiku,10/6/2025 17:00,1440000,TRUE,10/6/2025 11:00
FL9333,Da Nang,Quy Nhon,10/6/2025 20:00,1200000,FALSE,
FL1725,Hai Phong,Nha Trang,10/6/2025 12:00,990000,FALSE,
FL3838,Can Tho,Phu Quoc,10/6/2025 10:00,1810000,TRUE,10/6/2025 5:00
FL1958,Nha Trang,Can Tho,10/6/2025 11:15,980000,TRUE,10/6/2025 8:15
FL8577,Nha Trang,Hai Phong,10/6/2025 12:45,1970000,TRUE,10/6/2025 6:45
FL2818,Quy Nhon,Ho Chi Minh City,10/6/2025 14:45,1220000,FALSE,
FL7849,Can Tho,Thanh Hoa,10/6/2025 16:00,1670000,FALSE,
FL4736,Ho Chi Minh City,Hue,10/6/2025 13:15,1100000,TRUE,10/6/2025 7:15
FL2115,Phu Quoc,Thanh Hoa,10/6/2025 10:45,1040000,TRUE,10/6/2025 5:45
FL5570,Vinh,Ho Chi Minh City,10/6/2025 18:15,1210000,TRUE,10/6/2025 15:15
FL1719,Quy Nhon,Can Tho,10/7/2025 11:15,1140000,FALSE,
FL6326,Buon Ma Thuot,Ho Chi Minh City,10/7/2025 17:00,1100000,TRUE,10/7/2025 13:00
FL1525,Thanh Hoa,Buon Ma Thuot,10/7/2025 8:00,1100000,FALSE,
FL6788,Da Nang,Nha Trang,10/7/2025 15:30,700000,TRUE,10/7/2025 12:30
FL3158,Hue,Pleiku,10/7/2025 16:45,1240000,FALSE,
FL8264,Buon Ma Thuot,Da Nang,10/7/2025 17:45,970000,TRUE,10/7/2025 11:45
FL6322,Phu Quoc,Thanh Hoa,10/7/2025 15:45,590000,TRUE,10/7/2025 9:45
FL6450,Da Nang,Vinh,10/7/2025 14:15,1640000,FALSE,
FL8085,Can Tho,Da Nang,10/7/2025 16:15,1000000,FALSE,
FL2075,Hanoi,Hai Phong,10/7/2025 17:45,1390000,FALSE,
FL9118,Can Tho,Thanh Hoa,10/8/2025 18:30,1770000,FALSE,
FL5779,Vinh,Phu Quoc,10/8/2025 16:45,990000,FALSE,
FL1560,Thanh Hoa,Ho Chi Minh City,10/8/2025 8:00,1670000,TRUE,10/8/2025 3:00
FL5214,Thanh Hoa,Nha Trang,10/8/2025 15:30,1130000,TRUE,10/8/2025 10:30
FL7274,Phu Quoc,Hai Phong,10/8/2025 9:00,1780000,TRUE,10/8/2025 5:00
FL5363,Hanoi,Buon Ma Thuot,10/8/2025 11:30,1080000,TRUE,10/8/2025 6:30
FL7635,Vinh,Ho Chi Minh City,10/8/2025 14:00,1500000,FALSE,
FL3217,Quy Nhon,Vinh,10/8/2025 10:00,1680000,FALSE,
FL7826,Nha Trang,Phu Quoc,10/8/2025 13:00,750000,TRUE,10/8/2025 7:00
FL6318,Da Nang,Vinh,10/8/2025 19:45,770000,TRUE,10/8/2025 16:45
FL9243,Hue,Pleiku,10/9/2025 18:45,1880000,TRUE,10/9/2025 15:45
FL2941,Thanh Hoa,Hanoi,10/9/2025 9:15,1290000,TRUE,10/9/2025 6:15
FL6516,Hue,Nha Trang,10/9/2025 17:15,1850000,TRUE,10/9/2025 12:15
FL5373,Pleiku,Phu Quoc,10/9/2025 7:15,1840000,FALSE,
FL1472,Buon Ma Thuot,Thanh Hoa,10/9/2025 12:45,920000,TRUE,10/9/2025 8:45
FL6208,Pleiku,Can Tho,10/9/2025 14:45,1100000,TRUE,10/9/2025 10:45
FL4641,Vinh,Da Nang,10/9/2025 14:00,1910000,FALSE,
FL5664,Da Nang,Can Tho,10/9/2025 14:30,520000,TRUE,10/9/2025 11:30
FL2203,Buon Ma Thuot,Can Tho,10/9/2025 6:00,990000,TRUE,10/9/2025 2:00
FL1034,Buon Ma Thuot,Hue,10/9/2025 17:00,1990000,TRUE,10/9/2025 15:00
FL8093,Thanh Hoa,Pleiku,10/10/2025 12:15,740000,TRUE,10/10/2025 10:15
FL9509,Phu Quoc,Thanh Hoa,10/10/2025 7:00,1410000,FALSE,
FL1309,Phu Quoc,Hue,10/10/2025 16:15,1120000,TRUE,10/10/2025 10:15
FL3652,Buon Ma Thuot,Ho Chi Minh City,10/10/2025 12:15,1550000,FALSE,
FL6632,Buon Ma Thuot,Nha Trang,10/10/2025 8:00,1610000,FALSE,
FL3367,Pleiku,Vinh,10/10/2025 19:15,1690000,FALSE,
FL4763,Hai Phong,Hue,10/11/2025 8:00,1800000,FALSE,
FL6375,Hai Phong,Phu Quoc,10/11/2025 9:15,2000000,TRUE,10/11/2025 7:15
FL8255,Quy Nhon,Hai Phong,10/11/2025 12:00,1890000,TRUE,10/11/2025 6:00
FL6690,Can Tho,Pleiku,10/11/2025 9:15,1170000,TRUE,10/11/2025 4:15
FL3528,Nha Trang,Quy Nhon,10/11/2025 10:15,990000,FALSE,
FL2193,Vinh,Thanh Hoa,10/11/2025 18:45,1830000,FALSE,
FL8021,Can Tho,Da Nang,10/11/2025 10:15,1610000,TRUE,10/11/2025 5:15
FL5260,Pleiku,Hai Phong,10/11/2025 8:00,1300000,TRUE,10/11/2025 5:00
FL3737,Hai Phong,Nha Trang,10/11/2025 7:00,770000,TRUE,10/11/2025 4:00
FL1916,Vinh,Quy Nhon,10/11/2025 10:00,1120000,TRUE,10/11/2025 8:00
FL4666,Hanoi,Hai Phong,10/11/2025 9:15,1150000,FALSE,
FL5852,Hai Phong,Nha Trang,10/12/2025 17:45,550000,FALSE,
FL2913,Phu Quoc,Da Nang,10/12/2025 20:00,620000,FALSE,
FL8835,Buon Ma Thuot,Can Tho,10/12/2025 7:30,1710000,TRUE,10/12/2025 1:30
FL2015,Hanoi,Quy Nhon,10/12/2025 7:45,1390000,FALSE,
FL3063,Da Nang,Hai Phong,10/12/2025 17:00,790000,TRUE,10/12/2025 12:00
FL3793,Da Nang,Nha Trang,10/12/2025 16:30,1490000,TRUE,10/12/2025 10:30
FL1004,Da Nang,Hanoi,10/12/2025 19:30,1200000,FALSE,
FL4468,Thanh Hoa,Hanoi,10/12/2025 16:45,1740000,FALSE,
FL9584,Pleiku,Thanh Hoa,10/12/2025 6:30,930000,FALSE,
FL2429,Nha Trang,Phu Quoc,10/12/2025 7:45,970000,TRUE,10/12/2025 2:45
FL2601,Ho Chi Minh City,Thanh Hoa,10/12/2025 12:00,1660000,TRUE,10/12/2025 9:00
FL1177,Quy Nhon,Hanoi,10/13/2025 10:45,1920000,FALSE,
FL7600,Pleiku,Buon Ma Thuot,10/13/2025 13:15,1440000,FALSE,
FL3502,Pleiku,Ho Chi Minh City,10/13/2025 20:45,540000,FALSE,
FL9335,Thanh Hoa,Nha Trang,10/13/2025 11:30,1970000,FALSE,
FL7826,Pleiku,Phu Quoc,10/13/2025 12:15,1430000,FALSE,
FL9366,Ho Chi Minh City,Phu Quoc,10/13/2025 7:45,1630000,TRUE,10/13/2025 1:45
FL2184,Hai Phong,Quy Nhon,10/13/2025 7:15,1530000,FALSE,
FL1719,Ho Chi Minh City,Hue,10/13/2025 13:00,1300000,FALSE,
FL6349,Hai Phong,Vinh,10/13/2025 8:00,1990000,FALSE,
FL3531,Phu Quoc,Can Tho,10/14/2025 6:00,1030000,FALSE,
FL8089,Hai Phong,Vinh,10/14/2025 18:15,580000,TRUE,10/14/2025 15:15
FL6079,Hue,Phu Quoc,10/14/2025 14:45,760000,FALSE,
FL9892,Nha Trang,Thanh Hoa,10/14/2025 15:00,1740000,FALSE,
FL1660,Hanoi,Phu Quoc,10/14/2025 14:45,570000,TRUE,10/14/2025 8:45
FL1248,Can Tho,Ho Chi Minh City,10/14/2025 8:45,670000,TRUE,10/14/2025 4:45
FL3065,Quy Nhon,Da Nang,10/14/2025 14:00,510000,TRUE,10/14/2025 8:00
FL7197,Hue,Nha Trang,10/14/2025 17:15,1640000,FALSE,
FL1275,Hue,Quy Nhon,10/14/2025 13:15,1560000,TRUE,10/14/2025 7:15
FL8932,Hanoi,Hue,10/14/2025 7:15,1790000,TRUE,10/14/2025 4:15
FL4754,Ho Chi Minh City,Vinh,10/15/2025 17:15,610000,FALSE,
FL6931,Buon Ma Thuot,Hue,10/15/2025 6:45,1740000,FALSE,
FL5560,Hanoi,Thanh Hoa,10/15/2025 14:30,740000,FALSE,
FL5228,Quy Nhon,Buon Ma Thuot,10/15/2025 7:45,1220000,FALSE,
FL9767,Nha Trang,Ho Chi Minh City,10/15/2025 19:45,820000,FALSE,
FL2665,Ho Chi Minh City,Buon Ma Thuot,10/15/2025 10:45,1470000,TRUE,10/15/2025 4:45
FL5326,Ho Chi Minh City,Phu Quoc,10/15/2025 14:15,1160000,FALSE,
FL3979,Hue,Buon Ma Thuot,10/15/2025 14:30,710000,TRUE,10/15/2025 10:30
FL5664,Can Tho,Hai Phong,10/15/2025 10:00,1340000,TRUE,10/15/2025 4:00
FL8104,Hanoi,Hue,10/15/2025 17:45,1650000,TRUE,10/15/2025 12:45
FL8833,Hai Phong,Vinh,10/16/2025 6:15,2000000,TRUE,10/16/2025 4:15
FL2227,Da Nang,Buon Ma Thuot,10/16/2025 7:00,1310000,TRUE,10/16/2025 5:00
FL3676,Nha Trang,Phu Quoc,10/16/2025 16:30,1870000,TRUE,10/16/2025 12:30
FL5183,Quy Nhon,Vinh,10/16/2025 14:15,1460000,TRUE,10/16/2025 8:15
FL4052,Hanoi,Ho Chi Minh City,10/16/2025 7:30,1410000,FALSE,
FL1070,Da Nang,Nha Trang,10/16/2025 17:00,1840000,TRUE,10/16/2025 13:00
FL1284,Quy Nhon,Nha Trang,10/16/2025 9:15,1280000,TRUE,10/16/2025 4:15
FL4821,Vinh,Phu Quoc,10/16/2025 15:45,1090000,TRUE,10/16/2025 12:45
FL2255,Pleiku,Quy Nhon,10/17/2025 12:15,1680000,TRUE,10/17/2025 7:15
FL1873,Vinh,Nha Trang,10/17/2025 15:00,1790000,TRUE,10/17/2025 9:00
FL4065,Thanh Hoa,Vinh,10/17/2025 7:45,1670000,TRUE,10/17/2025 2:45
FL5335,Hai Phong,Can Tho,10/17/2025 9:45,670000,FALSE,
FL5831,Hai Phong,Can Tho,10/17/2025 16:45,1350000,FALSE,
FL1965,Quy Nhon,Ho Chi Minh City,10/17/2025 10:45,1620000,FALSE,
FL7749,Thanh Hoa,Vinh,10/17/2025 16:45,1450000,TRUE,10/17/2025 13:45
FL8838,Hai Phong,Nha Trang,10/18/2025 9:45,1530000,TRUE,10/18/2025 6:45
FL1133,Da Nang,Hanoi,10/18/2025 16:15,800000,TRUE,10/18/2025 10:15
FL5593,Hai Phong,Buon Ma Thuot,10/18/2025 14:30,1290000,TRUE,10/18/2025 9:30
FL1404,Ho Chi Minh City,Vinh,10/18/2025 15:15,910000,FALSE,
FL5700,Vinh,Da Nang,10/18/2025 17:45,1080000,TRUE,10/18/2025 14:45
FL6020,Can Tho,Vinh,10/18/2025 9:15,1010000,TRUE,10/18/2025 7:15
FL8334,Hanoi,Phu Quoc,10/18/2025 11:15,1320000,TRUE,10/18/2025 7:15
FL1605,Nha Trang,Phu Quoc,10/18/2025 13:45,940000,TRUE,10/18/2025 8:45
FL1376,Hue,Nha Trang,10/18/2025 17:00,790000,TRUE,10/18/2025 11:00
FL6816,Ho Chi Minh City,Quy Nhon,10/18/2025 16:45,840000,TRUE,10/18/2025 13:45
FL5751,Thanh Hoa,Hai Phong,10/19/2025 18:30,1590000,FALSE,
FL9837,Thanh Hoa,Ho Chi Minh City,10/19/2025 9:45,1760000,FALSE,
FL7967,Pleiku,Buon Ma Thuot,10/19/2025 20:00,1960000,TRUE,10/19/2025 17:00
FL6167,Hanoi,Vinh,10/19/2025 10:00,1280000,TRUE,10/19/2025 4:00
FL1535,Ho Chi Minh City,Vinh,10/19/2025 17:15,1940000,FALSE,
FL4460,Buon Ma Thuot,Pleiku,10/19/2025 9:15,1840000,FALSE,
FL5814,Phu Quoc,Buon Ma Thuot,10/19/2025 8:00,570000,FALSE,
FL3463,Quy Nhon,Hue,10/20/2025 10:15,790000,FALSE,
FL5344,Quy Nhon,Hanoi,10/20/2025 19:30,670000,FALSE,
FL6543,Buon Ma Thuot,Quy Nhon,10/20/2025 12:45,1730000,TRUE,10/20/2025 9:45
FL9261,Hue,Ho Chi Minh City,10/20/2025 15:15,1410000,TRUE,10/20/2025 13:15
FL5569,Hai Phong,Vinh,10/20/2025 9:15,760000,TRUE,10/20/2025 7:15
FL5220,Quy Nhon,Buon Ma Thuot,10/20/2025 9:45,1700000,TRUE,10/20/2025 7:45
FL1638,Hue,Pleiku,10/21/2025 15:30,1650000,TRUE,10/21/2025 12:30
FL9378,Da Nang,Quy Nhon,10/21/2025 18:30,1530000,FALSE,
FL8678,Can Tho,Pleiku,10/21/2025 17:00,1340000,FALSE,
FL1416,Pleiku,Ho Chi Minh City,10/21/2025 12:30,650000,FALSE,
FL5516,Quy Nhon,Hai Phong,10/21/2025 7:30,1590000,FALSE,
FL3902,Buon Ma Thuot,Pleiku,10/21/2025 13:15,1360000,FALSE,
FL8877,Thanh Hoa,Phu Quoc,10/21/2025 17:15,1670000,FALSE,
FL8948,Hue,Da Nang,10/21/2025 8:30,1580000,TRUE,10/21/2025 5:30
FL7483,Hanoi,Hue,10/22/2025 18:30,920000,TRUE,10/22/2025 13:30
FL7529,Ho Chi Minh City,Can Tho,10/22/2025 15:00,1330000,FALSE,
FL6366,Hue,Thanh Hoa,10/22/2025 13:00,1570000,TRUE,10/22/2025 10:00
FL6123,Hai Phong,Da Nang,10/22/2025 16:30,530000,FALSE,
FL4896,Hue,Buon Ma Thuot,10/22/2025 18:15,1670000,TRUE,10/22/2025 16:15
FL4901,Pleiku,Quy Nhon,10/22/2025 20:00,1490000,TRUE,10/22/2025 17:00
FL1185,Hue,Thanh Hoa,10/22/2025 12:00,1020000,FALSE,
FL7806,Ho Chi Minh City,Phu Quoc,10/23/2025 18:45,500000,FALSE,
FL8655,Thanh Hoa,Phu Quoc,10/23/2025 7:15,1890000,TRUE,10/23/2025 1:15
FL5809,Pleiku,Buon Ma Thuot,10/23/2025 9:15,560000,TRUE,10/23/2025 6:15
FL1961,Thanh Hoa,Buon Ma Thuot,10/23/2025 17:15,1420000,TRUE,10/23/2025 11:15
FL2719,Pleiku,Hai Phong,10/23/2025 6:15,910000,FALSE,
FL7922,Hue,Da Nang,10/23/2025 11:30,740000,TRUE,10/23/2025 9:30
FL4817,Thanh Hoa,Quy Nhon,10/23/2025 16:45,1320000,FALSE,
FL4717,Thanh Hoa,Can Tho,10/24/2025 16:45,1620000,FALSE,
FL1918,Da Nang,Hanoi,10/24/2025 17:15,1290000,TRUE,10/24/2025 12:15
FL7362,Da Nang,Vinh,10/24/2025 14:15,870000,TRUE,10/24/2025 11:15
FL5072,Da Nang,Can Tho,10/24/2025 15:15,1780000,TRUE,10/24/2025 10:15
FL3613,Hai Phong,Phu Quoc,10/24/2025 18:00,660000,TRUE,10/24/2025 14:00
FL7460,Phu Quoc,Da Nang,10/24/2025 12:45,1160000,TRUE,10/24/2025 9:45
FL9529,Phu Quoc,Nha Trang,10/24/2025 12:30,1620000,FALSE,
FL6162,Hanoi,Nha Trang,10/24/2025 19:15,1320000,FALSE,
FL5581,Thanh Hoa,Vinh,10/24/2025 9:15,720000,FALSE,
FL2314,Nha Trang,Pleiku,10/24/2025 17:00,930000,FALSE,
FL2668,Pleiku,Hai Phong,10/25/2025 14:00,1400000,FALSE,
FL9380,Buon Ma Thuot,Da Nang,10/25/2025 7:00,1760000,TRUE,10/25/2025 2:00
FL5759,Thanh Hoa,Hai Phong,10/25/2025 19:30,1820000,FALSE,
FL1130,Hai Phong,Da Nang,10/25/2025 10:30,690000,FALSE,
FL1956,Quy Nhon,Buon Ma Thuot,10/25/2025 6:00,1140000,TRUE,10/25/2025 2:00
FL6797,Ho Chi Minh City,Da Nang,10/25/2025 17:15,1690000,FALSE,
FL3353,Quy Nhon,Da Nang,10/26/2025 20:45,750000,FALSE,
